F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_39_434.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_39_434.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_39_434.jpg, -0.3113433, 0.8471619, 0, 1.425995
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_39_541.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_39_541.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_39_541.jpg, -0.02110443, 1, 0, 2.570796
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_39_652.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_39_652.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_39_652.jpg, 0, 1, 0, 3.974572
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_39_752.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_39_752.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_39_752.jpg, 0, 1, 0, 5.140919
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_39_854.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_39_854.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_39_854.jpg, 0, 1, 0, 6.295613
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_39_960.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_39_960.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_39_960.jpg, -0.1809345, 1, 0, 7.43223
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_40_061.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_40_061.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_40_061.jpg, -0.3791556, 1, 0, 8.518859
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_40_163.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_40_163.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_40_163.jpg, -0.07508488, 0.728893, 0, 9.446503
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_40_272.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_40_272.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_40_272.jpg, 0, 0.3720909, 0, 10.06706
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_40_381.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_40_381.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_40_381.jpg, 0, 0.4116384, 0, 10.34966
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_40_484.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_40_484.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_40_484.jpg, -0.1411698, 0.7534035, 0, 10.98279
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_40_591.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_40_591.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_40_591.jpg, -0.3976957, 1, 0, 11.90368
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_40_699.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_40_699.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_40_699.jpg, -0.07554667, 0.677851, 0, 13.08288
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_40_800.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_40_800.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_40_800.jpg, 0, 0.4420856, 0, 13.11933
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_40_906.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_40_906.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_40_906.jpg, -0.0278268, 0.7359317, 0, 14.2057
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_41_015.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_41_015.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_41_015.jpg, -0.3795507, 1, 0, 15.24392
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_41_115.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_41_115.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_41_115.jpg, -0.07739193, 1, 0, 16.169
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_41_225.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_41_225.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_41_225.jpg, -0.0346989, 1, 0, 17.38057
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_41_325.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_41_325.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_41_325.jpg, -0.3367137, 1, 0, 18.18687
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_41_427.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_41_427.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_41_427.jpg, -0.1014681, 0.7289617, 0, 19.21514
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_41_538.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_41_538.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_41_538.jpg, -0.032877, 0.7936048, 0, 19.91098
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_41_647.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_41_647.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_41_647.jpg, -0.3301803, 1, 0, 20.66722
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_41_749.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_41_749.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_41_749.jpg, -0.09047157, 1, 0, 21.7455
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_41_857.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_41_857.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_41_857.jpg, -0.1673793, 1, 0, 22.90239
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_41_964.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_41_964.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_41_964.jpg, -0.3869964, 1, 0, 23.77829
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_42_074.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_42_074.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_42_074.jpg, -0.09127199, 1, 0, 24.94517
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_42_175.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_42_175.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_42_175.jpg, -0.391533, 1, 0, 25.86372
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_42_286.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_42_286.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_42_286.jpg, -0.6854792, 1, 0, 26.59083
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_42_393.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_42_393.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_42_393.jpg, -0.4109027, 0.6816391, 0, 27.4123
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_42_499.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_42_499.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_42_499.jpg, -0.09237263, 0.363109, 0, 27.79782
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_42_606.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_42_606.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_42_606.jpg, 0, 0.07861692, 0, 27.76173
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_42_712.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_42_712.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_42_712.jpg, 0, 0.430834, 0, 27.81952
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_42_821.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_42_821.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_42_821.jpg, 0, 0.7257802, 0, 28.25266
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_42_928.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_42_928.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_42_928.jpg, 0, 1, 0, 29.04949
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_43_035.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_43_035.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_43_035.jpg, 0, 1, 0, 30.14824
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_43_142.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_43_142.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_43_142.jpg, 0, 1, 0, 30.19028
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_43_250.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_43_250.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_43_250.jpg, 0, 0.6806788, 0, 30.11921
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_43_362.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_43_362.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_43_362.jpg, -0.1716297, 0.9799417, 0, 30.16634
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_43_470.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_43_470.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_43_470.jpg, 0, 0.6771781, 0, 30.11414
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_43_574.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_43_574.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_43_574.jpg, 0, 0.3676531, 0, 30.03651
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_43_673.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_43_673.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_43_673.jpg, 0, 0.06723009, 0, 29.92764
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_43_779.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_43_779.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_43_779.jpg, 0, 0, 0, 29.6385
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_43_884.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_43_884.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_43_884.jpg, 0, 0.2818173, 0, 29.53179
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_43_997.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_43_997.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_43_997.jpg, -0.3351123, 0.6559071, 0, 29.81122
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_44_102.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_44_102.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_44_102.jpg, -0.3203679, 0.9356667, 0, 30.16142
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_44_207.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_44_207.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_44_207.jpg, -0.005709264, 1, 0, 30.18701
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_44_319.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_44_319.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_44_319.jpg, 0, 1, 0, 30.18994
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_44_429.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_44_429.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_44_429.jpg, 0, 0.8844085, 0, 30.17748
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_44_531.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_44_531.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_44_531.jpg, 0, 0.5397832, 0, 30.07927
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_44_637.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_44_637.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_44_637.jpg, 0, 0.5369902, 0, 30.05795
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_44_738.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_44_738.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_44_738.jpg, -0.3017322, 0.8387223, 0, 30.11136
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_44_843.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_44_843.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_44_843.jpg, -0.2799198, 1, 0, 30.18415
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_44_953.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_44_953.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_44_953.jpg, 0, 1, 0, 30.18816
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_45_064.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_45_064.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_45_064.jpg, 0, 1, 0, 30.18937
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_45_165.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_45_165.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_45_165.jpg, 0, 1, 0, 30.19034
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_45_276.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_45_276.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_45_276.jpg, 0, 0.796373, 0, 30.1553
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_45_377.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_45_377.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_45_377.jpg, 0, 0.4915006, 0, 30.08043
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_45_485.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_45_485.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_45_485.jpg, 0, 0.4298843, 0, 30.06239
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_45_590.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_45_590.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_45_590.jpg, 0, 0.3872045, 0, 30.02897
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_45_700.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_45_700.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_45_700.jpg, -0.1925304, 0.7175368, 0, 30.09494
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_45_810.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_45_810.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_45_810.jpg, -0.3113886, 0.6982708, 0, 30.11032
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_45_918.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_45_918.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_45_918.jpg, 0, 0.3742894, 0, 30.04378
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_46_020.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_46_020.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_46_020.jpg, 0, 0.1009149, 0, 29.94888
F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\center_2020_01_24_13_00_46_133.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\left_2020_01_24_13_00_46_133.jpg, F:\Self_Study\Udemy_Self_Driving_Car\Data\IMG\right_2020_01_24_13_00_46_133.jpg, 0, 0, 0, 29.6049
